Global,0
Ground,1
Root,2
ROOT_T,2
wp_ROOT,2
wpG_a,2
wpG_b,2
wpG_c,2
wpG_d,2
wpG_R,2
wpG_L,2
Center,3
Grip_R,4
Grip_L,5
Jacket,5
ElbowR,4
ElbowL,4
Spine2,4
Skirt,5
prop,5
tuka,6
Tuka,6
Head,6
saya,6
HolderL_ROOT,6
HolderR_ROOT,6
